C1,C2,C3
0.24330971148444144,0.0,0.9567510818931559
-0.1403774877571203,0.0,0.5646930364285887
0.9702629234579474,0.5,0.7624071751272039
0.994383994459968,0.5,0.5671002066916847
0.2930584939308291,0.5,0.8883788181905542
-0.19753461229188196,0.5,0.6719266617444531
-0.24705461350015182,0.0,0.6003998688954535
1.0358022110578156,0.0,0.7498972678866731
0.6805805072304763,0.5,0.5972631052749752
-0.29660267798299716,0.5,0.8785256998002469
-0.09747481744991518,0.0,0.621009538363755
-0.10371930782190937,0.5,0.864299362030018
0.3192212589220714,0.0,0.566845531500705
-0.49897842335698117,0.5,0.944272624202297
-0.7085215485221953,0.5,0.7856318674424733
0.9739945686025614,0.5,0.9748636487942808
0.24328699139527465,0.0,0.7422563872689547
0.12651752709943284,0.5,0.5844298653945129
-0.45596261142671246,0.0,0.6838569751095386
0.5868290497972167,0.0,0.6723171900911507
-0.4603073574286867,0.0,0.74336538734838
-0.380250398895293,0.0,0.9888217533434297
-0.41631724309271545,0.5,0.6875295840832412
0.7495617609506438,0.0,0.7712295827560253
-1.0124470361209776,0.5,0.6689645935847774
-0.025792392731971793,0.5,0.5406968784073752
-0.2958052425850211,0.5,0.9370017659978688
-0.3608982655481534,0.0,0.6711906090916705
1.5312182971823216,0.5,0.6566698580379253
0.29708763845411046,0.0,0.7099309901289289
0.543705543677782,0.0,0.948865951346647
-0.4302528745231723,0.0,0.7738978986952274
-0.8632771216175061,0.5,0.6436858929024541
0.5585609351264509,0.5,0.697732039700212
-0.396928454325911,0.5,0.7363141183054379
-0.4974904719351259,0.0,0.5158336100535793
-0.1425725587411456,0.5,0.5528701284056073
-0.3730488143888033,0.0,0.504339967701791
-1.5297873774660704,0.5,0.6575965562997835
-0.4178347023883283,0.5,0.5456255899240636
0.8295108382423473,0.5,0.8941009300083269
0.08377346674392684,0.0,0.7269206092657154
-0.6639377304102456,0.0,0.9388713313438706
-0.4482419590892376,0.0,0.51078662521954
0.03726876105701875,0.0,0.7214421652844909
0.11316450166619738,0.5,0.8599970059822976
-0.326015741091535,0.0,0.6819808006233471
-0.11126816184471952,0.5,0.8771147635731757
0.3737161143226059,0.0,0.8980948545574312
-0.10227134985399011,0.0,0.8574074227158416
0.13139968543548378,0.0,0.9328893114321296
-0.48378459831476306,0.5,0.980421748066689
0.7549346901641382,0.0,0.9094335569545986
-0.23793615085071756,0.0,0.9418390078910603
0.287981972108456,0.5,0.7335668041476403
-0.05730540938682327,0.0,0.9168746801457207
0.0039105391058469685,0.5,0.6225929401559233
0.6796254042606557,0.5,0.8108402648854799
-0.4800396351807027,0.5,0.546852975438065
0.7604598687496763,0.5,0.909980641372993
0.0026386223594222847,0.0,0.7331727913891404
0.03819515968490907,0.0,0.8803764640167107
0.26906227422160306,0.5,0.646253281676017
-0.27457936607977407,0.5,0.7568247778373792
0.7382406639285695,0.5,0.8215164966708597
0.1890472185938199,0.5,0.5580658855673462
0.759227908727121,0.5,0.6678854279005416
-0.06809069180162733,0.0,0.5182319462811684
0.7879225217120298,0.0,0.9057018792358849
0.23326204185310057,0.5,0.7795960028138597
